id,PRODUCT_ID,STORE_ID,WEEK_NO,display,mailer
76,26190,396,70,0,A
77,26190,400,70,0,A
78,26190,401,70,0,A
79,26190,401,71,3,0
80,26190,402,70,0,A
81,26190,403,70,0,A
82,26190,404,70,0,A
83,26190,404,72,3,0
84,26190,406,70,0,A
85,26190,408,70,0,A
86,26190,408,71,5,0
87,26190,410,70,0,A
88,26190,412,70,0,A
89,26190,414,70,0,A
90,26190,420,70,0,A
91,26190,421,70,0,A
92,26190,422,70,0,A
93,26190,424,70,3,A
94,26190,427,70,0,A
95,26190,429,70,0,A
96,26190,432,70,0,A
97,26190,433,70,0,A
98,26190,436,70,0,A
99,26190,438,70,0,A
100,26190,439,70,0,A
101,26190,441,70,0,A
102,26190,442,70,0,A
103,26190,443,70,0,A
104,26190,445,70,0,A
105,26190,446,70,0,A
106,26190,447,70,0,A
107,26190,448,70,0,A
108,26190,450,70,0,A
109,26190,31401,70,0,A
110,26190,31582,70,0,A
111,26190,31642,70,3,A
112,26190,31642,71,3,0
113,26190,31742,70,5,A
114,26190,31742,71,5,0
115,26190,31762,70,0,A
116,26190,31782,70,0,A
117,26190,31862,70,0,A
118,26190,32004,70,0,A
119,26190,33923,70,0,A
120,26190,34007,70,5,A
121,26190,34011,70,0,A
122,26355,286,35,5,0
123,26355,286,37,5,0
124,26355,286,38,5,0
125,26355,286,41,5,0
126,26355,286,42,5,0
127,26355,286,43,5,0
128,26355,286,85,5,0
129,26355,286,87,5,0
130,26355,286,88,5,0
131,26355,286,89,5,0
132,26355,286,90,5,0
133,26355,286,91,1,0
134,26355,286,92,5,0
135,26355,288,32,5,0
136,26355,288,33,5,0
137,26355,288,34,5,0
138,26355,288,35,5,0
139,26355,288,36,9,0
140,26355,288,37,9,0
141,26355,288,38,9,0
142,26355,288,39,9,0
143,26355,289,33,3,0
144,26355,289,34,3,0
145,26355,289,35,3,0
146,26355,289,36,5,0
147,26355,289,37,5,0
148,26355,289,39,5,0
149,26355,289,40,5,0
150,26355,289,41,5,0
151,26355,289,84,3,0
152,26355,289,85,3,0
153,26355,289,86,3,0
154,26355,289,87,4,0
155,26355,289,88,3,0
156,26355,289,89,1,0
157,26355,289,90,1,0
158,26355,289,91,3,0
159,26355,292,83,A,0
160,26355,292,84,A,0
161,26355,292,85,A,0
162,26355,292,86,A,0
163,26355,292,87,6,0
164,26355,292,88,5,0
165,26355,292,89,9,0
166,26355,293,41,5,0
167,26355,293,91,7,0
168,26355,293,92,7,0
169,26355,295,34,5,0
170,26355,295,35,5,0
171,26355,295,36,5,0
172,26355,295,37,5,0
173,26355,295,38,9,0
174,26355,295,39,9,0
175,26355,295,93,5,0
176,26355,296,32,A,0
177,26355,296,33,A,0
178,26355,296,34,A,0
179,26355,296,35,A,0
180,26355,296,36,9,0
181,26355,296,37,9,0
182,26355,296,38,9,0
183,26355,296,39,2,0
184,26355,296,86,2,0
185,26355,296,87,2,0
186,26355,296,88,5,0
187,26355,296,89,2,0
188,26355,296,90,2,0
189,26355,297,33,A,0
190,26355,297,34,5,0
191,26355,297,36,5,0
192,26355,297,38,5,0
193,26355,297,85,5,0
194,26355,297,86,5,0
195,26355,297,87,5,0
196,26355,297,88,5,0
197,26355,297,90,9,0
198,26355,297,91,9,0
199,26355,297,92,9,0
200,26355,298,84,2,0
201,26355,298,85,2,0
202,26355,298,89,2,0
203,26355,299,33,7,0
204,26355,299,34,5,0
205,26355,299,35,5,0
206,26355,299,36,5,0
207,26355,299,37,5,0
208,26355,299,38,9,0
209,26355,299,39,3,0
210,26355,299,87,3,0
211,26355,299,88,3,0
212,26355,299,89,3,0
213,26355,299,90,3,0
214,26355,299,91,9,0
215,26355,299,92,9,0
216,26355,300,33,3,0
217,26355,300,34,7,0
218,26355,300,37,3,0
219,26355,300,38,3,0
220,26355,300,39,3,0
221,26355,300,40,7,0
222,26355,300,41,3,0
223,26355,300,85,5,0
224,26355,300,86,5,0
225,26355,300,87,5,0
226,26355,300,88,5,0
227,26355,300,89,9,0
228,26355,304,32,5,0
229,26355,304,34,5,0
230,26355,304,36,5,0
231,26355,304,37,5,0
232,26355,304,92,5,0
233,26355,306,32,3,0
234,26355,306,33,3,0
235,26355,306,34,3,0
236,26355,306,35,A,0
237,26355,306,39,5,0
238,26355,306,40,3,0
239,26355,306,41,3,0
240,26355,306,84,5,0
241,26355,306,85,5,0
242,26355,306,86,3,0
243,26355,306,87,3,0
244,26355,306,88,3,0
245,26355,309,35,A,0
246,26355,309,36,7,0
247,26355,309,37,A,0
248,26355,309,38,A,0
249,26355,309,39,A,0
250,26355,309,86,A,0
251,26355,309,87,A,0
252,26355,309,88,A,0
253,26355,309,89,A,0
254,26355,310,33,5,0
255,26355,310,41,7,0
256,26355,310,84,5,0
257,26355,310,85,5,0
258,26355,310,89,5,0
259,26355,310,90,5,0
260,26355,310,93,5,0
261,26355,311,32,1,0
262,26355,311,35,3,0
263,26355,311,36,3,0
264,26355,311,42,5,0
265,26355,311,86,1,0
266,26355,311,87,1,0
267,26355,311,89,1,0
268,26355,311,92,1,0
269,26355,313,33,5,0
270,26355,313,35,3,0
271,26355,313,36,3,0
272,26355,313,38,1,0
273,26355,313,89,3,0
274,26355,313,90,3,0
275,26355,315,33,4,0
276,26355,315,34,4,0
277,26355,315,36,4,0
278,26355,315,37,4,0
279,26355,315,38,4,0
280,26355,315,39,6,0
281,26355,315,40,4,0
282,26355,315,41,2,0
283,26355,315,87,2,0
284,26355,315,88,2,0
285,26355,315,89,2,0
286,26355,315,90,5,0
287,26355,315,91,5,0
288,26355,316,36,5,0
289,26355,316,37,5,0
290,26355,316,42,5,0
291,26355,316,84,6,0
292,26355,316,85,6,0
293,26355,316,86,6,0
294,26355,316,90,5,0
295,26355,316,92,5,0
296,26355,317,34,2,0
297,26355,317,35,2,0
298,26355,317,36,2,0
299,26355,317,37,2,0
300,26355,317,38,9,0
301,26355,317,39,9,0
302,26355,317,40,9,0
303,26355,317,87,2,0
304,26355,317,88,2,0
305,26355,317,89,2,0
306,26355,317,90,2,0
307,26355,317,91,9,0
308,26355,317,92,9,0
309,26355,317,93,9,0
310,26355,317,94,9,0
311,26355,318,32,A,0
312,26355,318,33,A,0
313,26355,318,34,A,0
314,26355,318,35,A,0
315,26355,318,36,9,0
316,26355,318,37,9,0
317,26355,318,38,2,0
318,26355,318,39,9,0
319,26355,318,40,9,0
320,26355,318,84,A,0
321,26355,318,88,A,0
322,26355,318,90,A,0
323,26355,318,91,A,0
324,26355,318,93,2,0
325,26355,318,94,A,0
326,26355,319,34,1,0
327,26355,319,35,1,0
328,26355,319,36,1,0
329,26355,319,37,1,0
330,26355,319,39,3,0
331,26355,319,40,3,0
332,26355,319,84,3,0
333,26355,319,93,4,0
334,26355,320,33,A,0
335,26355,320,34,A,0
336,26355,320,35,A,0
337,26355,320,37,A,0
338,26355,320,38,A,0
339,26355,320,39,A,0
340,26355,320,86,6,0
341,26355,320,87,6,0
342,26355,320,88,6,0
343,26355,320,89,6,0
344,26355,321,33,3,0
345,26355,321,34,3,0
346,26355,321,36,2,0
347,26355,321,37,5,0
348,26355,321,38,5,0
349,26355,321,39,5,0
350,26355,321,40,5,0
351,26355,321,41,9,0
352,26355,321,84,4,0
353,26355,321,85,4,0
354,26355,321,86,2,0
355,26355,321,88,5,0
356,26355,321,89,4,0
357,26355,321,90,6,0
358,26355,322,32,2,0
359,26355,322,33,2,0
360,26355,322,34,2,0
361,26355,322,36,2,0
362,26355,322,37,2,0
363,26355,322,38,2,0
364,26355,322,40,2,0
365,26355,322,41,2,0
366,26355,322,42,6,0
367,26355,322,46,6,0
368,26355,322,84,6,0
369,26355,322,86,6,0
370,26355,322,87,6,0
371,26355,322,88,6,0
372,26355,322,89,6,0
373,26355,322,90,9,0
374,26355,322,91,9,0
375,26355,323,32,3,0
376,26355,323,33,3,0
377,26355,323,34,6,0
378,26355,323,35,2,0
379,26355,323,36,2,0
380,26355,323,37,2,0
381,26355,323,38,2,0
382,26355,323,39,9,0
383,26355,323,87,6,0
384,26355,323,88,6,0
385,26355,323,89,6,0
386,26355,323,90,6,0
387,26355,323,91,A,0
388,26355,323,93,5,0
389,26355,323,94,A,0
390,26355,323,95,A,0
391,26355,324,32,3,0
392,26355,324,33,3,0
393,26355,324,34,3,0
394,26355,324,35,3,0
395,26355,324,36,9,0
396,26355,324,37,9,0
397,26355,324,39,3,0
398,26355,324,93,3,0
399,26355,327,32,3,0
400,26355,327,33,3,0
401,26355,327,34,3,0
402,26355,327,35,3,0
403,26355,327,36,9,0
404,26355,327,37,9,0
405,26355,327,38,9,0
406,26355,327,39,9,0
407,26355,327,40,9,0
408,26355,329,32,5,0
409,26355,329,33,5,0
410,26355,329,35,3,0
411,26355,329,37,3,0
412,26355,329,39,3,0
413,26355,329,88,3,0
414,26355,329,89,3,0
415,26355,329,90,3,0
416,26355,329,91,3,0
417,26355,329,92,A,0
418,26355,329,93,A,0
419,26355,329,94,9,0
420,26355,329,95,9,0
421,26355,329,96,7,0
422,26355,330,32,A,0
423,26355,330,33,A,0
424,26355,330,34,A,0
425,26355,330,35,A,0
426,26355,330,36,9,0
427,26355,330,37,9,0
428,26355,330,39,A,0
429,26355,330,40,A,0
430,26355,330,84,A,0
431,26355,330,85,A,0
432,26355,330,89,5,0
433,26355,333,40,3,0
434,26355,334,33,5,0
435,26355,334,34,5,0
436,26355,334,35,5,0
437,26355,334,37,5,0
438,26355,334,38,5,0
439,26355,334,39,5,0
440,26355,334,40,5,0
441,26355,334,93,3,0
442,26355,334,94,5,0
443,26355,335,34,2,0
444,26355,335,35,2,0
445,26355,335,36,2,0
446,26355,335,37,2,0
447,26355,335,38,7,0
448,26355,335,88,7,0
449,26355,335,89,7,0
450,26355,335,90,7,0
451,26355,335,91,3,0
452,26355,337,32,5,0
453,26355,337,33,5,0
454,26355,337,34,2,0
455,26355,337,35,5,0
456,26355,337,36,5,0
457,26355,337,37,5,0
458,26355,337,38,3,0
459,26355,337,39,3,0
460,26355,337,40,1,0
461,26355,337,86,3,0
462,26355,337,88,3,0
463,26355,337,90,3,0
464,26355,337,92,3,0
465,26355,338,33,A,0
466,26355,338,34,A,0
467,26355,338,35,5,0
468,26355,338,36,5,0
469,26355,338,37,5,0
470,26355,338,40,5,0
471,26355,338,87,A,0
472,26355,338,88,A,0
473,26355,338,89,7,0
474,26355,338,90,A,0
475,26355,338,91,6,0
476,26355,338,92,6,0
477,26355,339,33,4,0
478,26355,339,34,5,0
479,26355,339,35,4,0
480,26355,339,36,4,0
481,26355,339,37,4,0
482,26355,339,39,3,0
483,26355,339,40,2,0
484,26355,339,41,4,0
485,26355,339,87,5,0
486,26355,339,88,5,0
487,26355,339,89,5,0
488,26355,339,90,5,0
489,26355,339,91,9,0
490,26355,339,92,9,0
491,26355,340,33,2,0
492,26355,340,36,A,0
493,26355,340,37,A,0
494,26355,341,35,2,0
495,26355,341,36,2,0
496,26355,341,37,2,0
497,26355,341,38,2,0
498,26355,341,39,9,0
499,26355,341,86,2,0
500,26355,341,87,2,0
501,26355,341,88,2,0
502,26355,341,89,2,0
503,26355,341,90,9,0
504,26355,343,34,6,0
505,26355,343,36,6,0
506,26355,343,84,3,0
507,26355,343,85,3,0
508,26355,343,86,3,0
509,26355,343,87,3,0
510,26355,343,88,9,0
511,26355,343,89,9,0
512,26355,343,90,6,0
513,26355,343,91,6,0
514,26355,343,93,6,0
515,26355,345,34,A,0
516,26355,345,35,A,0
517,26355,345,36,A,0
518,26355,345,37,A,0
519,26355,345,38,9,0
520,26355,345,39,9,0
521,26355,345,40,9,0
522,26355,345,41,7,0
523,26355,345,42,9,0
524,26355,345,43,9,0
525,26355,345,44,9,0
526,26355,345,86,5,0
527,26355,345,88,A,0
528,26355,345,89,A,0
529,26355,345,90,A,0
530,26355,345,91,5,0
531,26355,345,92,5,0
532,26355,345,93,9,0
533,26355,345,94,9,0
534,26355,346,33,5,0
535,26355,346,39,5,0
536,26355,346,86,7,0
537,26355,346,88,7,0
538,26355,352,35,5,0
539,26355,352,36,5,0
540,26355,352,37,2,0
541,26355,352,38,5,0
542,26355,352,39,9,0
543,26355,352,40,9,0
544,26355,352,87,7,0
545,26355,352,88,7,0
546,26355,352,89,5,0
547,26355,352,90,5,0
548,26355,354,32,A,0
549,26355,354,33,A,0
550,26355,354,34,A,0
551,26355,354,35,A,0
552,26355,354,36,9,0
553,26355,354,37,9,0
554,26355,354,38,9,0
555,26355,354,39,9,0
556,26355,354,40,9,0
557,26355,354,41,9,0
558,26355,355,36,7,0
559,26355,355,37,7,0
560,26355,355,38,7,0
561,26355,355,39,7,0
562,26355,355,40,9,0
563,26355,355,85,7,0
564,26355,355,86,7,0
565,26355,355,87,7,0
566,26355,355,89,2,0
567,26355,356,33,A,0
568,26355,356,34,A,0
569,26355,356,35,A,0
570,26355,356,36,A,0
571,26355,356,37,9,0
572,26355,356,38,9,0
573,26355,356,39,9,0
574,26355,358,32,A,0
575,26355,358,33,A,0
576,26355,358,35,A,0
577,26355,358,36,A,0
578,26355,358,37,A,0
579,26355,358,38,A,0
580,26355,358,39,9,0
581,26355,358,84,A,0
582,26355,358,85,A,0
583,26355,358,86,A,0
584,26355,358,87,A,0
585,26355,358,88,9,0
586,26355,358,89,9,0
587,26355,358,91,A,0
588,26355,358,92,A,0
589,26355,358,93,A,0
590,26355,359,32,3,0
591,26355,359,36,3,0
592,26355,359,87,5,0
593,26355,359,88,5,0
594,26355,359,91,A,0
595,26355,359,92,A,0
596,26355,359,93,A,0
597,26355,360,33,2,0
598,26355,360,34,2,0
599,26355,360,38,2,0
600,26355,360,39,2,0
601,26355,360,87,6,0
602,26355,361,33,5,0
603,26355,361,35,A,0
604,26355,361,37,A,0
605,26355,361,38,7,0
606,26355,361,39,A,0
607,26355,361,40,2,0
608,26355,361,41,2,0
609,26355,362,35,3,0
610,26355,363,33,5,0
611,26355,363,34,5,0
612,26355,363,35,A,0
613,26355,363,36,A,0
614,26355,363,38,A,0
615,26355,363,40,A,0
616,26355,363,41,A,0
617,26355,363,86,A,0
618,26355,363,88,A,0
619,26355,363,91,A,0
620,26355,364,33,7,0
621,26355,364,34,7,0
622,26355,364,35,7,0
623,26355,364,36,7,0
624,26355,364,37,9,0
625,26355,364,39,7,0
626,26355,364,40,7,0
627,26355,364,41,7,0
628,26355,364,84,3,0
629,26355,364,85,6,0
630,26355,364,86,6,0
631,26355,364,87,6,0
632,26355,364,88,9,0
633,26355,364,89,9,0
634,26355,364,90,5,0
635,26355,364,91,5,0
636,26355,364,92,5,0
637,26355,365,34,5,0
638,26355,365,35,5,0
639,26355,365,36,5,0
640,26355,365,37,2,0
641,26355,365,38,9,0
642,26355,365,39,9,0
643,26355,365,87,5,0
644,26355,365,88,5,0
645,26355,366,32,1,0
646,26355,366,34,7,0
647,26355,366,35,1,0
648,26355,366,36,1,0
649,26355,366,83,5,0
650,26355,366,87,5,0
651,26355,366,90,5,0
652,26355,367,35,4,0
653,26355,367,38,5,0
654,26355,367,39,4,0
655,26355,367,84,7,0
656,26355,368,32,5,0
657,26355,368,33,5,0
658,26355,368,34,5,0
659,26355,368,36,5,0
660,26355,368,37,5,0
661,26355,368,88,5,0
662,26355,368,89,3,0
663,26355,368,90,5,0
664,26355,368,91,5,0
665,26355,368,92,5,0
666,26355,369,38,A,0
667,26355,369,39,A,0
668,26355,369,40,A,0
669,26355,369,41,A,0
670,26355,369,86,7,0
671,26355,369,87,5,0
672,26355,369,88,5,0
673,26355,369,89,5,0
674,26355,369,90,4,0
675,26355,369,93,A,0
676,26355,370,38,A,0
677,26355,370,41,A,0
678,26355,370,85,3,0
679,26355,370,86,3,0
680,26355,370,87,3,0
681,26355,370,88,3,0
682,26355,370,89,9,0
683,26355,370,90,9,0
684,26355,370,91,9,0
685,26355,372,32,A,0
686,26355,372,33,A,0
687,26355,372,34,A,0
688,26355,372,35,A,0
689,26355,372,37,A,0
690,26355,372,85,A,0
691,26355,372,86,A,0
692,26355,372,87,A,0
693,26355,372,88,A,0
694,26355,372,89,9,0
695,26355,372,90,9,0
696,26355,372,91,9,0
697,26355,374,33,A,0
698,26355,374,34,A,0
699,26355,374,35,A,0
700,26355,374,36,A,0
701,26355,374,37,7,0
702,26355,374,38,2,0
703,26355,374,39,2,0
704,26355,374,40,2,0
705,26355,374,84,A,0
706,26355,374,85,A,0
707,26355,374,86,A,0
708,26355,374,87,5,0
709,26355,374,88,5,0
710,26355,374,89,5,0
711,26355,374,90,A,0
712,26355,375,34,5,0
713,26355,375,35,5,0
714,26355,375,36,5,0
715,26355,375,37,5,0
716,26355,375,38,9,0
717,26355,375,39,9,0
718,26355,375,86,5,0
719,26355,375,89,7,0
720,26355,375,91,5,0
721,26355,379,37,5,0
722,26355,379,38,5,0
723,26355,379,39,5,0
724,26355,379,40,5,0
725,26355,379,84,A,0
726,26355,379,85,A,0
727,26355,379,86,A,0
728,26355,379,88,A,0
729,26355,379,89,A,0
730,26355,379,90,A,0
731,26355,379,91,A,0
732,26355,379,92,9,0
733,26355,380,32,5,0
734,26355,380,34,7,0
735,26355,380,37,7,0
736,26355,380,38,7,0
737,26355,380,40,7,0
738,26355,380,88,1,0
739,26355,380,89,1,0
740,26355,380,90,1,0
741,26355,381,33,3,0
742,26355,381,34,4,0
743,26355,381,35,4,0
744,26355,381,36,4,0
745,26355,381,37,5,0
746,26355,381,40,3,0
747,26355,381,84,1,0
748,26355,381,85,3,0
749,26355,381,88,5,0
750,26355,381,90,5,0
751,26355,381,91,5,0
752,26355,382,33,6,0
753,26355,382,34,6,0
754,26355,382,35,6,0
755,26355,382,36,6,0
756,26355,382,37,9,0
757,26355,382,38,9,0
758,26355,382,40,6,0
759,26355,382,84,6,0
760,26355,382,85,6,0
761,26355,382,86,6,0
762,26355,382,88,6,0
763,26355,382,89,7,0
764,26355,382,90,6,0
765,26355,384,33,3,0
766,26355,384,35,3,0
767,26355,384,37,5,0
768,26355,384,38,5,0
769,26355,384,85,7,0
770,26355,384,86,7,0
771,26355,384,87,7,0
772,26355,384,88,7,0
773,26355,384,89,9,0
774,26355,388,33,6,0
775,26355,388,34,6,0
776,26355,388,90,6,0
777,26355,389,41,5,0
778,26355,389,83,5,0
779,26355,389,84,5,0
780,26355,389,86,5,0
781,26355,389,88,5,0
782,26355,389,89,5,0
783,26355,389,90,5,0
784,26355,391,32,3,0
785,26355,391,34,1,0
786,26355,391,35,3,0
787,26355,391,36,3,0
788,26355,391,37,3,0
789,26355,391,38,3,0
790,26355,391,39,5,0
791,26355,391,84,5,0
792,26355,391,86,5,0
793,26355,391,87,5,0
794,26355,391,88,5,0
795,26355,391,90,A,0
796,26355,396,33,5,0
797,26355,396,35,5,0
798,26355,396,38,1,0
799,26355,396,39,1,0
800,26355,396,40,1,0
801,26355,396,41,5,0
802,26355,396,87,5,0
803,26355,396,88,5,0
804,26355,396,89,5,0
805,26355,396,90,5,0
806,26355,400,32,5,0
807,26355,400,33,5,0
808,26355,400,34,5,0
809,26355,400,35,6,0
810,26355,400,36,5,0
811,26355,400,37,5,0
812,26355,400,38,5,0
813,26355,400,39,3,0
814,26355,400,40,3,0
815,26355,400,41,3,0
816,26355,400,85,5,0
817,26355,400,89,5,0
818,26355,400,90,5,0
819,26355,401,34,5,0
820,26355,401,35,5,0
821,26355,401,36,5,0
822,26355,401,37,5,0
823,26355,401,38,9,0
824,26355,401,39,9,0
825,26355,401,40,9,0
826,26355,401,41,9,0
827,26355,401,42,9,0
828,26355,401,84,5,0
829,26355,401,85,5,0
830,26355,401,88,5,0
831,26355,401,89,5,0
832,26355,401,90,5,0
833,26355,401,91,5,0
834,26355,401,92,9,0
835,26355,402,33,5,0
836,26355,402,34,5,0
837,26355,402,35,5,0
838,26355,402,36,5,0
839,26355,402,37,9,0
840,26355,402,38,9,0
841,26355,402,39,9,0
842,26355,402,40,9,0
843,26355,402,87,5,0
844,26355,402,89,2,0
845,26355,402,91,5,0
846,26355,402,92,5,0
847,26355,402,93,5,0
848,26355,403,33,7,0
849,26355,403,34,2,0
850,26355,403,35,2,0
851,26355,403,36,7,0
852,26355,403,37,7,0
853,26355,403,38,2,0
854,26355,403,40,A,0
855,26355,403,41,A,0
856,26355,403,85,2,0
857,26355,403,86,2,0
858,26355,403,89,2,0
859,26355,403,90,2,0
860,26355,404,32,A,0
861,26355,404,33,A,0
862,26355,404,34,A,0
863,26355,404,35,A,0
864,26355,404,36,9,0
865,26355,404,37,9,0
866,26355,404,38,3,0
867,26355,404,39,7,0
868,26355,404,40,5,0
869,26355,404,41,4,0
870,26355,404,84,A,0
871,26355,404,85,7,0
872,26355,404,86,A,0
873,26355,404,88,7,0
874,26355,404,89,A,0
875,26355,404,90,A,0
876,26355,406,32,A,0
877,26355,406,33,A,0
878,26355,406,34,A,0
879,26355,406,35,A,0
880,26355,406,36,9,0
881,26355,406,37,9,0
882,26355,406,38,9,0
883,26355,406,85,2,0
884,26355,406,86,2,0
885,26355,406,87,5,0
886,26355,406,88,A,0
887,26355,406,89,A,0
888,26355,406,91,A,0
889,26355,408,33,3,0
890,26355,408,34,5,0
891,26355,408,35,5,0
892,26355,408,36,5,0
893,26355,408,37,9,0
894,26355,408,38,9,0
895,26355,408,39,9,0
896,26355,408,40,9,0
897,26355,408,41,9,0
898,26355,410,32,3,0
899,26355,410,33,3,0
900,26355,410,34,7,0
901,26355,410,35,3,0
902,26355,410,36,3,0
903,26355,410,37,3,0
904,26355,410,38,3,0
905,26355,410,40,3,0
906,26355,410,41,3,0
907,26355,410,42,3,0
908,26355,410,84,5,0
909,26355,410,85,5,0
910,26355,410,86,5,0
911,26355,410,87,7,0
912,26355,410,88,5,0
913,26355,410,89,5,0
914,26355,410,90,5,0
915,26355,410,91,5,0
916,26355,414,33,3,0
917,26355,414,34,3,0
918,26355,414,35,3,0
919,26355,414,36,3,0
920,26355,414,37,9,0
921,26355,414,38,9,0
922,26355,414,39,9,0
923,26355,414,40,7,0
924,26355,415,89,A,0
925,26355,415,91,A,0
926,26355,415,92,A,0
927,26355,415,93,A,0
928,26355,420,36,4,0
929,26355,420,89,4,0
930,26355,420,90,4,0
931,26355,420,91,4,0
932,26355,421,32,3,0
933,26355,421,33,3,0
934,26355,421,34,3,0
935,26355,421,35,3,0
936,26355,421,36,9,0
937,26355,421,37,9,0
938,26355,421,38,9,0
939,26355,421,84,3,0
940,26355,421,85,3,0
941,26355,421,86,3,0
942,26355,421,88,6,0
943,26355,421,89,6,0
944,26355,421,90,6,0
945,26355,422,32,7,0
946,26355,422,33,5,0
947,26355,422,37,2,0
948,26355,422,39,2,0
949,26355,422,88,3,0
950,26355,422,89,3,0
951,26355,422,92,3,0
952,26355,422,93,2,0
953,26355,422,94,2,0
954,26355,424,85,6,0
955,26355,424,87,6,0
956,26355,424,88,6,0
957,26355,424,89,6,0
958,26355,424,92,4,0
959,26355,427,32,5,0
960,26355,427,33,5,0
961,26355,427,34,5,0
962,26355,427,35,5,0
963,26355,427,36,9,0
964,26355,427,37,9,0
965,26355,427,38,9,0
966,26355,427,39,9,0
967,26355,427,83,1,0
968,26355,427,84,1,0
969,26355,427,85,3,0
970,26355,427,89,6,0
971,26355,427,90,6,0
972,26355,429,33,3,0
973,26355,429,34,3,0
974,26355,429,35,3,0
975,26355,429,36,3,0
976,26355,429,37,9,0
977,26355,429,38,9,0
978,26355,429,39,5,0
979,26355,429,41,5,0
980,26355,429,86,7,0
981,26355,429,87,7,0
982,26355,429,88,7,0
983,26355,429,89,7,0
984,26355,429,91,6,0
985,26355,429,92,6,0
986,26355,429,93,3,0
987,26355,429,94,7,0
988,26355,432,33,2,0
989,26355,432,36,2,0
990,26355,432,39,2,0
991,26355,432,86,2,0
992,26355,432,87,2,0
993,26355,432,88,7,0
994,26355,432,89,6,0
995,26355,432,90,5,0
996,26355,432,91,7,0
997,26355,433,34,7,0
998,26355,433,90,A,0
999,26355,436,36,7,0
1000,26355,436,37,5,0
1001,26355,436,38,7,0
1002,26355,436,39,3,0
1003,26355,436,84,3,0
1004,26355,436,85,3,0
1005,26355,436,86,3,0
1006,26355,436,87,3,0
1007,26355,436,88,9,0
1008,26355,436,89,9,0
1009,26355,436,90,9,0
1010,26355,436,92,3,0
1011,26355,438,84,A,0
1012,26355,438,85,A,0
1013,26355,438,86,A,0
1014,26355,438,87,A,0
1015,26355,438,88,9,0
1016,26355,438,90,A,0
1017,26355,439,33,3,0
1018,26355,439,34,3,0
1019,26355,439,35,3,0
1020,26355,439,36,3,0
1021,26355,439,37,9,0
1022,26355,439,38,9,0
1023,26355,439,39,9,0
1024,26355,439,40,5,0
1025,26355,441,32,2,0
1026,26355,441,33,7,0
1027,26355,441,85,3,0
1028,26355,441,86,3,0
1029,26355,441,88,3,0
1030,26355,441,89,3,0
1031,26355,441,90,3,0
1032,26355,441,91,3,0
1033,26355,441,93,3,0
1034,26355,442,35,5,0
1035,26355,442,36,5,0
1036,26355,442,37,7,0
1037,26355,442,38,3,0
1038,26355,442,39,3,0
1039,26355,442,40,5,0
1040,26355,442,42,5,0
1041,26355,442,87,2,0
1042,26355,442,88,2,0
1043,26355,442,89,2,0
1044,26355,442,91,7,0
1045,26355,443,32,4,0
1046,26355,443,33,4,0
1047,26355,443,34,4,0
1048,26355,443,35,4,0
1049,26355,443,36,9,0
1050,26355,443,37,9,0
1051,26355,443,39,4,0
1052,26355,443,40,4,0
1053,26355,443,88,7,0
1054,26355,443,89,3,0
1055,26355,445,33,5,0
1056,26355,445,34,5,0
1057,26355,445,35,5,0
1058,26355,445,36,5,0
1059,26355,445,37,9,0
1060,26355,445,38,9,0
1061,26355,445,39,9,0
1062,26355,445,41,2,0
1063,26355,445,85,5,0
1064,26355,445,86,5,0
1065,26355,445,87,5,0
